;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;# of options;question type;category;#_options;options_dict;model_answer_us;model_answer_uk;model_answer_us_option_match;model_answer_uk_option_match;us_score;uk_score;ukGT_usGT_score
581;581;581;Now I’m going to read a list of political leaders. For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs – a lot of confidence, some confidence, not too much confidence, or no confidence at all...Chinese President Xi Jinping;{'United States': [0.02, 0.13, 0.39, 0.43, 0.03], 'Britain': [0.03, 0.21, 0.25, 0.45, 0.06]};['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'DK/Refused'];"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all
(E) DK/Refused";GAS;0,430001;0,450001;No confidence at all;No confidence at all;5.0;Likert Scale;Politics;5.0;{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all', 'E': 'DK/Refused'};C;A;Not too much confidence;A lot of confidence;0.7452840188679246;0.3490576037735849;1.0
582;582;582;I am going to read you a list of things that might be important for getting ahead in life. On a scale of 0 to 10, in your opinion, how important is it...to be a male to get ahead in life, where 0 means not important at all and 10 means very important?;{'United States': [0.16, 0.01, 0.14, 0.03, 0.04, 0.05, 0.23, 0.09, 0.11, 0.11, 0.03], 'Britain': [0.16326530612244897, 0.030612244897959183, 0.05102040816326531, 0.04081632653061224, 0.030612244897959183, 0.04081632653061224, 0.2653061224489796, 0.12244897959183673, 0.11224489795918367, 0.11224489795918367, 0.030612244897959183]};['Not important at all', 1.0, 'Very important', 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0];"(A) Not important at all
(B) 1.0
(C) Very important
(D) 2.0
(E) 3.0
(F) 4.0
(G) 5.0
(H) 6.0
(I) 7.0
(J) 8.0
(K) 9.0";GAS;0,230001;0,265307;5.0;5.0;11.0;Numerical Scale;Social Dynamics;11.0;{'A': 'Not important at all', 'B': 1.0, 'C': 'Very important', 'D': 2.0, 'E': 3.0, 'F': 4.0, 'G': 5.0, 'H': 6.0, 'I': 7.0, 'J': 8.0, 'K': 9.0};C;C;Very important;Very important;0.6279079767441861;0.6279079767441861;0.7586226896551724
583;583;583;If the your country government used torture against people suspected of terrorism to try to gain information about possible attacks in our country, do you think this could be justified or could not be justified?;{'United States': [0.5918367346938775, 0.37755102040816324, 0.030612244897959183], 'Britain': [0.3854166666666667, 0.5729166666666666, 0.041666666666666664]};['Could be justified', 'Could not be justified', 'Depends (VOL)'];"(A) Could be justified
(B) Could not be justified
(C) Depends (VOL)";GAS;0,591838;0,572918;Could be justified;Could not be justified;3.0;Likert Scale;Politics;3.0;{'A': 'Could be justified', 'B': 'Could not be justified', 'C': 'Depends (VOL)'};C;B;Depends (VOL);Could not be justified;0.250001;1.0;1.0
584;584;584;Does this statement describe your country very well, somewhat well, not too well, or not well at all? b. The court system treats everyone fairly;{'United States': [0.11, 0.36, 0.24, 0.28, 0.01], 'Britain': [0.20202020202020202, 0.32323232323232326, 0.25252525252525254, 0.1919191919191919, 0.030303030303030304]};['Very well', 'Somewhat well', 'Not too well', 'Not well at all', 'DK/Refused'];"(A) Very well
(B) Somewhat well
(C) Not too well
(D) Not well at all
(E) DK/Refused";GAS;0,360001;0,323233;Somewhat well;Somewhat well;5.0;Likert Scale;Politics;5.0;{'A': 'Very well', 'B': 'Somewhat well', 'C': 'Not too well', 'D': 'Not well at all', 'E': 'DK/Refused'};B;B;Somewhat well;Somewhat well;1.0;1.0;1.0
585;585;585;Now I'm going to read a list of political leaders.For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?... French President Jacques Chirac;{'United States': [0.038461538461538464, 0.358974358974359, 0.2948717948717949, 0.3076923076923077], 'Britain': [0.05319148936170213, 0.3404255319148936, 0.2978723404255319, 0.30851063829787234]};['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all'];"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GAS;0,358975;0,340427;Some confidence;Some confidence;4.0;Likert Scale;Politics;4.0;{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all'};D;A;No confidence at all;A lot of confidence;0.500001;0.750001;1.0
586;586;586;Some people say that the following things are important for being truly your nationality. Others say they are not important. How important do you think each of the following is? a. to have been born in your country;{'United States': [0.32, 0.23, 0.23, 0.21, 0.01], 'Britain': [0.32323232323232326, 0.24242424242424243, 0.24242424242424243, 0.18181818181818182, 0.010101010101010102]};['Very important', 'Somewhat important', 'Not very important', 'Not at all important', 'DK/Refused'];"(A) Very important
(B) Somewhat important
(C) Not very important
(D) Not at all important
(E) DK/Refused";GAS;0,320001;0,323233;Very important;Very important;5.0;Likert Scale;Social Dynamics;5.0;{'A': 'Very important', 'B': 'Somewhat important', 'C': 'Not very important', 'D': 'Not at all important', 'E': 'DK/Refused'};A;A;Very important;Very important;1.0;1.0;1.0
587;587;587;Which of these statements comes closer to your view? your country should deal with its own problems and let other countries deal with their own problems as best they can OR your country should help other countries deal with their problems?;{'United States': [0.5154639175257731, 0.4020618556701031, 0.030927835051546393, 0.05154639175257732, 0.0, 0.0, 0.0], 'Britain': [0.0, 0.43434343434343436, 0.010101010101010102, 0.020202020202020204, 0.5252525252525253, 0.0, 0.010101010101010102]};['(Survey country) should deal with its own problems and let other countries deal with their own problems', '(Survey country) should help other countries deal with their problems', 'Neither (VOL)', 'Both (VOL)', '(Survey country) should deal with its own problems and let other countries deal with their own problems as best they can [OR]', '(Survey country) should deal with its own problems and let other countries deal with their own problems [OR]', 'DK/Refused'];"(A) (Survey country) should deal with its own problems and let other countries deal with their own problems
(B) (Survey country) should help other countries deal with their problems
(C) Neither (VOL)
(D) Both (VOL)
(E) (Survey country) should deal with its own problems and let other countries deal with their own problems as best they can [OR]
(F) (Survey country) should deal with its own problems and let other countries deal with their own problems [OR]
(G) DK/Refused";GAS;0,515465;0,525254;(Survey country) should deal with its own problems and let other countries deal with their own problems;(Survey country) should deal with its own problems and let other countries deal with their own problems as best they can [OR];7.0;Multiple Choice;Politics;7.0;{'A': '(Survey country) should deal with its own problems and let other countries deal with their own problems', 'B': '(Survey country) should help other countries deal with their problems', 'C': 'Neither (VOL)', 'D': 'Both (VOL)', 'E': '(Survey country) should deal with its own problems and let other countries deal with their own problems as best they can [OR]', 'F': '(Survey country) should deal with its own problems and let other countries deal with their own problems [OR]', 'G': 'DK/Refused'};D;B;Both (VOL);(Survey country) should help other countries deal with their problems;0.0;0.0;1.0
588;588;588;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of ____. e. National Democratic Party of Germany (NPD);{'United States': [0.12, 0.56, 0.22, 0.06, 0.04], 'Britain': [0.19, 0.54, 0.1, 0.07, 0.1]};['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'DK/Refused'];"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";GAS;0,560001;0,540001;Somewhat favorable;Somewhat favorable;5.0;Likert Scale;Politics;5.0;{'A': 'Very favorable', 'B': 'Somewhat favorable', 'C': 'Somewhat unfavorable', 'D': 'Very unfavorable', 'E': 'DK/Refused'};C;C;Somewhat unfavorable;Somewhat unfavorable;0.7731968762886597;0.7731968762886597;1.0
589;589;589;Please tell me if you approve or disapprove of the way President Barack Obama is dealing with…China;{'United States': [0.5280898876404494, 0.47191011235955055], 'Britain': [0.6557377049180327, 0.3442622950819672]};['Approve', 'Disapprove'];"(A) Approve
(B) Disapprove";GAS;0,528091;0,655739;Approve;Approve;2.0;Binary Choice;Politics;2.0;{'A': 'Approve', 'B': 'Disapprove'};B;B;Disapprove;Disapprove;0.0;0.0;1.0
590;590;590;Thinking about the United Nations, what kind of influence is the UN having on the way things are going in your country. Is the influence of the UN very good, somewhat good, somewhat bad or very bad in your country?;{'United States': [0.056179775280898875, 0.42696629213483145, 0.30337078651685395, 0.21348314606741572], 'Britain': [0.04597701149425287, 0.42528735632183906, 0.41379310344827586, 0.11494252873563218]};['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad'];"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad";GAS;0,426967;0,425288;Somewhat good;Somewhat good;4.0;Likert Scale;Politics;4.0;{'A': 'Very good', 'B': 'Somewhat good', 'C': 'Somewhat bad', 'D': 'Very bad'};D;C;Very bad;Somewhat bad;0.4210536315789473;0.7017553859649123;0.9037057037037036
591;591;591;Do you support or oppose the U.S.-led military actions against the Islamic militant group in Iraq and Syria known as ISIS?;{'United States': [0.76, 0.19, 0.05], 'Britain': [0.71, 0.22, 0.07]};['Support', 'Oppose', 'DK/Refused'];"(A) Support
(B) Oppose
(C) DK/Refused";GAS;0,760001;0,710001;Support;Support;3.0;Binary Choice;Politics;3.0;{'A': 'Support', 'B': 'Oppose', 'C': 'DK/Refused'};A;A;Support;Support;1.0;1.0;1.0
592;592;592;How much of a problem, if at all, is the growing number of older people in your country - is it a major problem, a minor problem, or not a problem for your country?;{'United States': [0.2653061224489796, 0.30612244897959184, 0.42857142857142855], 'Britain': [0.4387755102040816, 0.30612244897959184, 0.25510204081632654]};['Major problem', 'Minor problem', 'Not a problem'];"(A) Major problem
(B) Minor problem
(C) Not a problem";GAS;0,428572;0,438777;Not a problem;Major problem;3.0;Likert Scale;Media & Technology;3.0;{'A': 'Major problem', 'B': 'Minor problem', 'C': 'Not a problem'};C;C;Not a problem;Not a problem;1.0;0.32000100000000004;1.0
593;593;593;Do you think ____ plays a more important role in the world today compared to 10 years ago, a less important role, or about as important a role in the world as it did 10 years ago? a. China;{'United States': [0.7128712871287128, 0.06930693069306931, 0.1782178217821782, 0.039603960396039604], 'Britain': [0.7070707070707071, 0.06060606060606061, 0.1919191919191919, 0.04040404040404041]};['More important role', 'Less important role', 'As important as 10 years ago', 'DK/Refused'];"(A) More important role
(B) Less important role
(C) As important as 10 years ago
(D) DK/Refused";GAS;0,712872;0,707072;More important role;More important role;4.0;Likert Scale;Economy;4.0;{'A': 'More important role', 'B': 'Less important role', 'C': 'As important as 10 years ago', 'D': 'DK/Refused'};A;A;More important role;More important role;1.0;1.0;1.0
594;594;594;Which of these characteristics do you associate with Muslims?...Devout...Do you associate this with Muslims or not?;{'United States': [0.788235294117647, 0.21176470588235294], 'Britain': [0.9130434782608695, 0.08695652173913043]};['Yes', 'No'];"(A) Yes
(B) No";GAS;0,788236;0,913044;Yes;Yes;2.0;Binary Choice;Social Dynamics;2.0;{'A': 'Yes', 'B': 'No'};A;A;Yes;Yes;1.0;1.0;1.0
595;595;595;As I read some policies of U.S. President Donald Trump, please tell me if you approve or disapprove of each one. c. U.S. withdrawal from the Iran nuclear weapons agreement;{'United States': [0.41, 0.49, 0.1], 'Britain': [0.25252525252525254, 0.6868686868686869, 0.06060606060606061]};['Approve', 'Disapprove', 'DK/Refused'];"(A) Approve
(B) Disapprove
(C) DK/Refused";GAS;0,490001;0,686870;Disapprove;Disapprove;3.0;Likert Scale;Politics;3.0;{'A': 'Approve', 'B': 'Disapprove', 'C': 'DK/Refused'};B;B;Disapprove;Disapprove;1.0;1.0;1.0
596;596;596;Which of the following statements comes closest to your opinion? It is not necessary to believe in God in order to be moral and have good values OR It is necessary to believe in God in order to be moral and have good values?;{'United States': [0.54, 0.44, 0.02], 'Britain': [0.79, 0.2, 0.01]};['It is not necessary to believe in God in order to be moral and have good values', 'It is necessary to believe in God in order to be moral and have good values', 'DK/Refused'];"(A) It is not necessary to believe in God in order to be moral and have good values
(B) It is necessary to believe in God in order to be moral and have good values
(C) DK/Refused";GAS;0,540001;0,790001;It is not necessary to believe in God in order to be moral and have good values;It is not necessary to believe in God in order to be moral and have good values;3.0;Multiple Choice;Economy;3.0;{'A': 'It is not necessary to believe in God in order to be moral and have good values', 'B': 'It is necessary to believe in God in order to be moral and have good values', 'C': 'DK/Refused'};B;B;It is necessary to believe in God in order to be moral and have good values;It is necessary to believe in God in order to be moral and have good values;0.0;0.0;0.0
597;597;597;Now I'm going to read a list of political leaders.For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...UN Secretary- General Kofi Annan;{'United States': [0.11538461538461539, 0.46153846153846156, 0.21794871794871795, 0.20512820512820512], 'Britain': [0.28888888888888886, 0.5111111111111111, 0.1111111111111111, 0.08888888888888889]};['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all'];"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GAS;0,461539;0,511112;Some confidence;Some confidence;4.0;Likert Scale;Politics;4.0;{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all'};A;A;A lot of confidence;A lot of confidence;0.750001;0.750001;0.0
