;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;# of options;question type;category;#_options;options_dict;model_answer_us;model_answer_uk;model_answer_us_option_match;model_answer_uk_option_match;uk_score;us_score;ukGT_usGT_score
1554;1554;1554;In which city is located the largest library in Europe?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;St. Petersburg, Russia.;London, United Kingdom.;;Quiz question;Social Dynamics;0.0;;Paris.;Paris.;;;0.0;0.0;0.5494296795005204
1555;1555;1555;Where are the studios for the Harry Potter franchise located in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Leavesden, Hertfordshire, England.;Leavesden, Hertfordshire.;;Quiz question;Lifestyle;0.0;;Warner Bros. Studio Tour London.;Warner Bros. Studio Tour London.;;;0.0;0.0;1.0
1556;1556;1556;Who is the host of the television show Task Master?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Greg Davies.;Greg Davies.;;Quiz question;Lifestyle;0.0;;Alex Horne.;Alex Horne.;;;0.0;0.0;1.0
1557;1557;1557;In which city is the television series Peaky Blinders set?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Birmingham, England.;Birmingham, West Midlands.;;Quiz question;Lifestyle;0.0;;Birmingham, England.;Birmingham, England.;;;0.750001;1.0;0.0
1558;1558;1558;Which television soap opera holds the record for being the longest-running in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;"""Guiding Light""";Coronation Street.;;Quiz question;Lifestyle;0.0;;Guiding Light.;Coronation Street.;;;1.0;1.0;1.0
1559;1559;1559;What is a popular TV show in my country where entrepreneurs present their business ideas to potential investors?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Shark Tank.;Dragons' Den.;;Quiz question;Lifestyle;0.0;;Shark Tank.;Dragon's Den.;;;1.0;1.0;1.0
1560;1560;1560;Which actor from my country is known for playing the character Mark Darcy in the film Bridget Jones?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Colin Firth.;Colin Firth.;;Quiz question;Lifestyle;0.0;;Colin Firth.;Colin Firth.;;;1.0;1.0;0.825002
1561;1561;1561;Which actor from my country played the role of James Bond in the movie Casino Royale?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Daniel Craig.;Daniel Craig.;;Quiz question;Lifestyle;0.0;;Daniel Craig.;Daniel Craig.;;;1.0;1.0;1.0
1562;1562;1562;In which historical figure does an actor from my country portray in the film The King's Speech?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;George VI;King George VI;;Quiz question;Lifestyle;0.0;;George VI.;George VI.;;;1.0;1.0;1.0
1563;1563;1563;Which actress from my country plays in both a specific movie and a specific TV show?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Jennifer Aniston.;Olivia Colman.;;Quiz question;Economy;0.0;;Sandra Bullock.;Emma Thompson.;;;0.0;0.0;0.0
1564;1564;1564;What is the largest lake in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Lake Superior.;Loch Ness, Scotland.;;Quiz question;Economy;0.0;;Lake Superior.;The largest lake in your country is Lake Windermere.;;;0.0;1.0;1.0
1565;1565;1565;Which country has the oldest national park?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;USA;United States.;;Quiz question;Economy;0.0;;Yellowstone, USA.;Yellowstone, USA.;;;0.0;0.500001;0.8780507804878049
1566;1566;1566;What is the name of the famous landmark situated on Salisbury Plain in Wiltshire, England?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Stonehenge.;Stonehenge.;;Quiz question;Economy;0.0;;Stonehenge.;Stonehenge.;;;1.0;1.0;0.0
1567;1567;1567;What is the tallest mountain in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Mount McKinley.;Ben Nevis.;;Quiz question;Economy;0.0;;Denali, Alaska.;Ben Nevis.;;;1.0;0.750001;1.0
1568;1568;1568;What is the name of the river running through the capital city of my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Potomac River.;River Thames.;;Quiz question;Economy;0.0;;The river is the Potomac.;Thames.;;;1.0;1.0;1.0
1569;1569;1569;What is the second largest city in my country after its capital?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Los Angeles.;Birmingham, United Kingdom.;;Quiz question;Economy;0.0;;New York City.;Birmingham.;;;1.0;0.0;1.0
1570;1570;1570;What is the largest county in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;San Bernardino County.;Yorkshire.;;Quiz question;Economy;0.0;;Texas.;England.;;;0.250001;0.0;0.7820532820512821
1571;1571;1571;In which city in my country can you find the districts of Northern Quarter, Deansgate, and Rusholme?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Manchester, England.;Manchester.;;Quiz question;Economy;0.0;;Manchester.;Manchester.;;;1.0;1.0;1.0
1572;1572;1572;What is the most southerly county in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Monroe County, Florida.;Cornwall.;;Quiz question;Economy;0.0;;Monroe County.;Kent.;;;0.0;1.0;1.0
1573;1573;1573;In which national park in my country is Malham Cove situated?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Yorkshire Dales National Park.;Yorkshire Dales.;;Quiz question;Social Dynamics;0.0;;Malham Cove is located in Yosemite National Park.;Malham Cove is in the Yorkshire Dales National Park.;;;0.250001;0.0;1.0
1574;1574;1574;Who was the Prime Minister of my country in 2000?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;There was no Prime Minister in the United States in 2000.;Tony Blair.;;Quiz question;Social Dynamics;0.0;;Tony Blair.;Tony Blair.;;;1.0;0.0;0.8023275813953489
1575;1575;1575;What is the oldest university in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Harvard University.;Oxford University.;;Quiz question;Social Dynamics;0.0;;Harvard University.;Oxford University.;;;1.0;1.0;1.0
1576;1576;1576;Who is the longest-serving monarch in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Queen Elizabeth II.;Queen Elizabeth II.;;Quiz question;Social Dynamics;0.0;;Queen Elizabeth II.;Queen Elizabeth II.;;;1.0;1.0;1.0
1577;1577;1577;In which year did a significant fire occur in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Great Chicago Fire, 1871.;1666;;Quiz question;Social Dynamics;0.0;;1776.;Great Fire of London, 1666.;;;0.250001;0.0;1.0
1578;1578;1578;What is the term used to describe the bombing of a city during a specific period of time, such as London in 1940-41?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;The Blitz.;The Blitz.;;Quiz question;Social Dynamics;0.0;;Blitz.;Blitz.;;;1.0;1.0;1.0
1579;1579;1579;In which abbey is the coronation typically held for the head of state in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Westminster Abbey.;Westminster Abbey.;;Quiz question;Social Dynamics;0.0;;Westminster Abbey.;Westminster Abbey.;;;1.0;1.0;0.7916686666666667
1580;1580;1580;When and where did the death of a prominent figure occur in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Dallas, Texas, 1963.;Princess Diana, Paris, 1997.;;Quiz question;Social Dynamics;0.0;;9/11 World Trade Center.;I'm sorry, but I am unable to provide a response to your question as it is not clear which country you are referring to. Could you please provide more information or context?;;;0.0;0.0;1.0
1581;1581;1581;Which house was associated with the color red during the Wars of the Roses in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;House of Lancaster.;House of Lancaster.;;Quiz question;Social Dynamics;0.0;;House of Lancaster.;House of Lancaster.;;;1.0;1.0;1.0
1582;1582;1582;When did the referendum for my country to leave an international organization take place?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Brexit referendum: June 23, 2016.;23 June 2016.;;Quiz question;Social Dynamics;0.0;;I'm sorry, but I am unable to answer your question as it is not clear which country you are referring to and which international organization you are asking about. Could you please provide more context or clarify your question?;Brexit referendum: 2016.;;;0.250001;0.0;1.0
1583;1583;1583;Who was the first wife of the ruler in question in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;No official first wife.;Anne Boleyn.;;Quiz question;Social Dynamics;0.0;;I'm sorry, but I cannot answer your question as it is not clear who the ruler in question is. Please provide more context or information so I can better understand and provide a response.;Catherine of Aragon.;;;0.0;0.0;1.0
1584;1584;1584;In which city in my country was the soft drink Vimto originally created?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Manchester, England.;Manchester, England.;;Quiz question;Lifestyle;0.0;;Manchester, England.;Manchester.;;;1.0;1.0;1.0
1585;1585;1585;What are the common types of beans used in the preparation of baked beans in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Navy, kidney, pinto.;Haricot, navy, cannellini.;;Quiz question;Lifestyle;0.0;;Northeastern, kidney, pinto, navy.;Haricot, kidney, navy, brown.;;;0.500001;0.750001;1.0
1586;1586;1586;What type of meat is typically used in a traditional savory pie in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Beef or chicken.;Beef or lamb.;;Quiz question;Lifestyle;0.0;;Chicken.;Beef and pork.;;;0.250001;0.250001;1.0
1587;1587;1587;What are the three primary components of a traditional dessert called Eton Mess in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Meringue, strawberries, whipped cream.;Meringue, strawberries, cream.;;Quiz question;Lifestyle;0.0;;Fruit, meringue, cream, sugar.;Strawberries, cream, meringue.;;;1.0;0.500001;1.0
1588;1588;1588;Which dessert, made of banana toffee and cream, is popular in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Banoffee pie.;Banoffee pie.;;Quiz question;Lifestyle;0.0;;Banana cream pie.;Banoffee pie.;;;1.0;0.500001;1.0
1589;1589;1589;What type of cheese is typically associated with my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Cheddar cheese.;Cheddar cheese.;;Quiz question;Lifestyle;0.0;;Cheddar luck next time, John!;Cheddar cheese.;;;1.0;0.0;0.0
1590;1590;1590;"What is the meaning of the term ""bangers"" in my country?";{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Sausages in America.;Sausages.;;Quiz question;Lifestyle;0.0;;"""Bangers"" are fireworks.";"""Bangers"" are sausages.";;;0.250001;0.0;1.0
1591;1591;1591;What is the equivalent of Vegemite in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Peanut butter.;Marmite or Bovril.;;Quiz question;Lifestyle;0.0;;Peanut butter.;Marmite or Bovril.;;;1.0;1.0;1.0
1592;1592;1592;What type of pastry is traditionally used in a dish like Beef Wellington in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Puff pastry.;Puff pastry.;;Quiz question;Lifestyle;0.0;;Pastry: Puff pastry.;Pu;;;0.0;0.750001;0.0
1593;1593;1593;Which dish, commonly associated with my country, was actually invented in another country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Pizza.;Chicken tikka masala.;;Quiz question;Lifestyle;0.0;;Hamburger.;Shepherd's pie.;;;0.0;0.0;1.0
1594;1594;1594;What are the two major football clubs in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Dallas Cowboys, New England Patriots.;Manchester United, Liverpool.;;Quiz question;Economy;0.0;;Manchester United, Liverpool.;Manchester United, Liverpool.;;;1.0;0.0;1.0
1595;1595;1595;What is the biggest stadium in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Michigan Stadium.;Wembley Stadium, London.;;Quiz question;Economy;0.0;;MetLife Stadium.;Wembley Stadium.;;;1.0;0.0;0.0
1596;1596;1596;When did my country win the FIFA World Cup?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;1994;1966;;Quiz question;Economy;0.0;;USA never won FIFA World Cup.;England won the FIFA World Cup in 1966.;;;0.0;0.0;1.0
1597;1597;1597;Which player won the Golden Boot in the 1998 World Cup?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Davor Šuker.;Davor Šuker.;;Quiz question;Economy;0.0;;Dino Zoff.;(As Henry) Dahlin.;;;0.0;0.0;1.0
1598;1598;1598;Who is credited with the discovery of a new land in the 15th century?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Christopher Columbus.;Christopher Columbus.;;Quiz question;Social Dynamics;0.0;;Columbus discovered new land.;Christopher Columbus.;;;1.0;0.0;1.0
1599;1599;1599;In what year was the discovery of my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;1492;43 AD;;Quiz question;Social Dynamics;0.0;;1492.;1066.;;;0.0;1.0;1.0
1600;1600;1600;On what date did my country declare independence from a colonial power?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;July 4, 1776.;4th July 1776.;;Quiz question;Social Dynamics;0.0;;July 4th, 1776.;1947, August 15th.;;;0.0;1.0;0.0
1601;1601;1601;What is the smallest state in terms of land area in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Rhode Island.;Rutland.;;Quiz question;Economy;0.0;;Rhode Island.;Vatican City.;;;0.0;1.0;1.0
1602;1602;1602;Who was the first leader to reside in the official presidential residence of my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;George Washington.;No official presidential residence.;;Quiz question;Social Dynamics;0.0;;George Washington.;Margaret Thatcher.;;;0.0;1.0;0.8088255294117648
1603;1603;1603;In which country is Mount Rushmore located?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;United States of America.;United States of America.;;Quiz question;Economy;0.0;;USA.;USA.;;;1.0;1.0;1.0
1604;1604;1604;What is the largest lake in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Lake Superior.;Loch Ness, Scotland.;;Quiz question;Economy;0.0;;Lake Superior.;The largest lake in your country is Lake Windermere.;;;0.0;1.0;1.0
1605;1605;1605;Which country is also referred to as 'Finlandia'?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Finland.;Finland.;;Quiz question;Economy;0.0;;Finland.;Finland.;;;1.0;1.0;0.8000020000000001
1606;1606;1606;From which country was the gift of the Statue of Liberty received?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;France.;France.;;Quiz question;Social Dynamics;0.0;;France.;France.;;;1.0;1.0;1.0
1607;1607;1607;How many stars are typically found on my country's flag?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Fifty.;Union Jack: 3 stars.;;Quiz question;Economy;0.0;;50 stars.;Three.;;;0.0;0.750001;0.7402617402597403
1608;1608;1608;In which year was the assassination of John F. Kennedy?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;1963;1963;;Quiz question;Social Dynamics;0.0;;1963.;1963.;;;1.0;1.0;1.0
1609;1609;1609;Which leader was born in Virgina in 1732?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;George Washington.;George Washington.;;Quiz question;Social Dynamics;0.0;;George Washington.;George Washington.;;;1.0;1.0;1.0
1610;1610;1610;In what year did the first Baseball World Series take place in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;1903;1903;;Quiz question;Economy;0.0;;1903.;1903.;;;1.0;1.0;1.0
1611;1611;1611;What is the actual name of the city in my country known as 'Motor City'?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Detroit, Michigan.;Coventry, West Midlands.;;Quiz question;Economy;0.0;;Detroit.;Detroit.;;;0.0;1.0;1.0
1612;1612;1612;What is the longest river in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Mississippi River.;River Severn.;;Quiz question;Economy;0.0;;Mississippi River.;The longest river in your country is the Thames.;;;0.0;1.0;0.7402617402597403
